H_Total_oil ,H_Total_gas ,H_Total_PW  ,H_Excess    ,H_OutFTPlant,F_Total_Oil ,F_Total_gas ,F_Total_PW  ,F_Excess    ,F_OutFTPlant,
 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 1.17818E+06, 2.65327E+04, 2.69805E+05, 0.00000E+00, 0.00000E+00, 2.78801E+06, 5.35094E+05, 6.42780E+06, 2.48370E+06, 1.14872E+06,
 1.13151E+06, 2.62846E+04, 2.59115E+05, 0.00000E+00, 0.00000E+00, 2.43572E+06, 4.69856E+05, 5.61559E+06, 2.14853E+06, 9.93481E+05,
 1.08684E+06, 2.60859E+04, 2.48886E+05, 0.00000E+00, 0.00000E+00, 2.12870E+06, 4.12387E+05, 4.90776E+06, 1.85906E+06, 8.59410E+05,
 1.04407E+06, 2.59266E+04, 2.39091E+05, 0.00000E+00, 0.00000E+00, 1.86115E+06, 3.61760E+05, 4.29091E+06, 1.60909E+06, 7.43624E+05,
 1.00311E+06, 2.57991E+04, 2.29715E+05, 0.00000E+00, 0.00000E+00, 1.62799E+06, 3.17162E+05, 3.75336E+06, 1.39325E+06, 6.43637E+05,
 9.63923E+05, 2.56969E+04, 2.20738E+05, 0.00000E+00, 0.00000E+00, 1.42479E+06, 2.77874E+05, 3.28489E+06, 1.20687E+06, 5.57299E+05,
 9.26396E+05, 2.56150E+04, 2.12143E+05, 0.00000E+00, 0.00000E+00, 1.24772E+06, 2.43264E+05, 2.87663E+06, 1.04594E+06, 4.82747E+05,
 8.90474E+05, 2.55494E+04, 2.03917E+05, 0.00000E+00, 0.00000E+00, 1.09340E+06, 2.12775E+05, 2.52085E+06, 9.07003E+05, 4.18377E+05,
 8.56077E+05, 2.54969E+04, 1.96042E+05, 0.00000E+00, 0.00000E+00, 9.58917E+05, 1.85917E+05, 2.21080E+06, 7.87046E+05, 3.62801E+05,
 8.23159E+05, 2.54548E+04, 1.88503E+05, 0.00000E+00, 0.00000E+00, 8.41720E+05, 1.62256E+05, 1.94060E+06, 6.83480E+05, 3.14818E+05,
 7.91635E+05, 2.54210E+04, 1.81285E+05, 0.00000E+00, 0.00000E+00, 7.39586E+05, 1.41413E+05, 1.70513E+06, 5.94067E+05, 2.73392E+05,
 8.65358E+05, 2.75396E+04, 3.23893E+05, 0.00000E+00, 0.00000E+00, 4.62317E+06, 5.91628E+05, 1.09478E+07, 3.77261E+06, 2.37627E+05,
 8.33026E+05, 2.73131E+04, 3.11794E+05, 0.00000E+00, 0.00000E+00, 4.04254E+06, 5.18487E+05, 9.57284E+06, 3.26242E+06, 1.50904E+06,
 8.02060E+05, 2.71140E+04, 3.00199E+05, 0.00000E+00, 0.00000E+00, 3.53653E+06, 4.54056E+05, 8.37460E+06, 2.82224E+06, 1.30497E+06,
 7.72375E+05, 2.69387E+04, 2.89093E+05, 0.00000E+00, 0.00000E+00, 3.09556E+06, 3.97296E+05, 7.33037E+06, 2.44248E+06, 1.12890E+06,
 7.43948E+05, 2.67843E+04, 2.78449E+05, 0.00000E+00, 0.00000E+00, 2.71128E+06, 3.47294E+05, 6.42036E+06, 2.11487E+06, 9.76991E+05,
 7.16706E+05, 2.66483E+04, 2.68255E+05, 0.00000E+00, 0.00000E+00, 2.37638E+06, 3.03247E+05, 5.62731E+06, 1.83225E+06, 8.45947E+05,
 6.90609E+05, 2.65284E+04, 2.58486E+05, 0.00000E+00, 0.00000E+00, 2.08452E+06, 2.64444E+05, 4.93621E+06, 1.58847E+06, 7.32901E+05,
 6.65596E+05, 2.64225E+04, 2.49124E+05, 0.00000E+00, 0.00000E+00, 1.83018E+06, 2.30262E+05, 4.33393E+06, 1.37819E+06, 6.35389E+05,
 6.41636E+05, 2.63291E+04, 2.40156E+05, 0.00000E+00, 0.00000E+00, 1.60854E+06, 2.00150E+05, 3.80905E+06, 1.19680E+06, 5.51276E+05,
 6.18681E+05, 2.62465E+04, 2.31564E+05, 0.00000E+00, 0.00000E+00, 1.41538E+06, 1.73623E+05, 3.35165E+06, 1.04035E+06, 4.78721E+05,
 5.96689E+05, 2.61736E+04, 2.23332E+05, 0.00000E+00, 0.00000E+00, 1.24705E+06, 1.50255E+05, 2.95303E+06, 9.05400E+05, 4.16141E+05,
 5.75609E+05, 2.61091E+04, 2.15444E+05, 0.00000E+00, 0.00000E+00, 1.10035E+06, 1.29669E+05, 2.60565E+06, 7.88992E+05, 3.62160E+05,
 6.16297E+05, 2.83427E+04, 3.07475E+05, 0.00000E+00, 0.00000E+00, 4.69682E+06, 6.73826E+05, 1.14126E+07, 3.41237E+06, 3.15597E+05,
 5.94328E+05, 2.81560E+04, 2.96513E+05, 0.00000E+00, 0.00000E+00, 4.11377E+06, 5.89492E+05, 9.99589E+06, 2.95079E+06, 1.36495E+06,
 5.73292E+05, 2.79820E+04, 2.86019E+05, 0.00000E+00, 0.00000E+00, 3.60568E+06, 5.15200E+05, 8.76129E+06, 2.55304E+06, 1.18031E+06,
 5.53150E+05, 2.78199E+04, 2.75968E+05, 0.00000E+00, 0.00000E+00, 3.16289E+06, 4.49753E+05, 7.68536E+06, 2.21031E+06, 1.02122E+06,
 5.33865E+05, 2.76685E+04, 2.66349E+05, 0.00000E+00, 0.00000E+00, 2.77701E+06, 3.92100E+05, 6.74772E+06, 1.91500E+06, 8.84124E+05,
 5.15400E+05, 2.75272E+04, 2.57135E+05, 0.00000E+00, 0.00000E+00, 2.44073E+06, 3.41312E+05, 5.93059E+06, 1.66057E+06, 7.66002E+05,
 4.97720E+05, 2.73950E+04, 2.48314E+05, 0.00000E+00, 0.00000E+00, 2.14766E+06, 2.96570E+05, 5.21852E+06, 1.44135E+06, 6.64227E+05,
 4.80790E+05, 2.72713E+04, 2.39872E+05, 0.00000E+00, 0.00000E+00, 1.89227E+06, 2.57733E+05, 4.59797E+06, 1.25249E+06, 5.76542E+05,
 4.64586E+05, 2.71555E+04, 2.31784E+05, 0.00000E+00, 0.00000E+00, 1.66971E+06, 2.24467E+05, 4.05716E+06, 1.08975E+06, 5.00994E+05,
 4.49068E+05, 2.70470E+04, 2.24041E+05, 0.00000E+00, 0.00000E+00, 1.47575E+06, 1.95161E+05, 3.58586E+06, 9.49537E+05, 4.35901E+05,
 4.34208E+05, 2.69453E+04, 2.16628E+05, 0.00000E+00, 0.00000E+00, 1.30672E+06, 1.69346E+05, 3.17515E+06, 8.28714E+05, 3.79815E+05,
 4.19976E+05, 2.68498E+04, 2.09529E+05, 0.00000E+00, 0.00000E+00, 1.15942E+06, 1.46604E+05, 2.81722E+06, 7.24590E+05, 3.31486E+05,
 4.40478E+05, 4.88072E+04, 2.69462E+05, 0.00000E+00, 0.00000E+00, 4.43613E+06, 7.82577E+05, 1.10506E+07, 2.80023E+06, 2.89836E+05,
 4.26166E+05, 4.72828E+04, 2.60709E+05, 0.00000E+00, 0.00000E+00, 3.89305E+06, 6.85177E+05, 9.69782E+06, 2.42058E+06, 1.12009E+06,
 4.12463E+05, 4.58697E+04, 2.52326E+05, 0.00000E+00, 0.00000E+00, 3.41978E+06, 5.99374E+05, 8.51888E+06, 2.09394E+06, 9.68230E+05,
 3.99346E+05, 4.45584E+04, 2.44299E+05, 0.00000E+00, 0.00000E+00, 3.00735E+06, 5.23788E+05, 7.49146E+06, 1.81293E+06, 8.37576E+05,
 3.86773E+05, 4.33405E+04, 2.36608E+05, 0.00000E+00, 0.00000E+00, 2.64792E+06, 4.57202E+05, 6.59612E+06, 1.57119E+06, 7.25173E+05,
 3.74734E+05, 4.22086E+04, 2.29244E+05, 0.00000E+00, 0.00000E+00, 2.33469E+06, 3.98544E+05, 5.81582E+06, 1.36323E+06, 6.28478E+05,
 3.63200E+05, 4.11556E+04, 2.22191E+05, 0.00000E+00, 0.00000E+00, 2.06171E+06, 3.46871E+05, 5.13585E+06, 1.18433E+06, 5.45291E+05,
 3.52155E+05, 4.01755E+04, 2.15433E+05, 0.00000E+00, 0.00000E+00, 1.82382E+06, 3.01794E+05, 4.54325E+06, 1.03041E+06, 4.73730E+05,
 3.41575E+05, 3.92625E+04, 2.08961E+05, 0.00000E+00, 0.00000E+00, 1.61651E+06, 2.62813E+05, 4.02683E+06, 8.97984E+05, 4.12164E+05,
 3.31443E+05, 3.84116E+04, 2.02761E+05, 0.00000E+00, 0.00000E+00, 1.43586E+06, 2.28473E+05, 3.57679E+06, 7.84033E+05, 3.59193E+05,
 3.21738E+05, 3.76182E+04, 1.96823E+05, 0.00000E+00, 0.00000E+00, 1.27841E+06, 1.98222E+05, 3.18460E+06, 6.85962E+05, 3.13613E+05,
 3.12440E+05, 3.68779E+04, 1.91136E+05, 0.00000E+00, 0.00000E+00, 1.14121E+06, 1.71574E+05, 2.84281E+06, 6.01539E+05, 2.74385E+05,
 3.15346E+05, 4.13270E+04, 2.25971E+05, 0.00000E+00, 0.00000E+00, 4.56860E+06, 9.44677E+05, 1.16574E+07, 2.42241E+06, 2.40616E+05,
 3.06491E+05, 4.05722E+04, 2.19627E+05, 0.00000E+00, 0.00000E+00, 4.01522E+06, 8.27156E+05, 1.02454E+07, 2.09006E+06, 9.68962E+05,
 2.98007E+05, 3.98625E+04, 2.13548E+05, 0.00000E+00, 0.00000E+00, 3.53297E+06, 7.23627E+05, 9.01490E+06, 1.80478E+06, 8.36024E+05,
 2.89878E+05, 3.91947E+04, 2.07721E+05, 0.00000E+00, 0.00000E+00, 3.11272E+06, 6.32426E+05, 7.94252E+06, 1.55991E+06, 7.21913E+05,
 2.82085E+05, 3.85660E+04, 2.02136E+05, 0.00000E+00, 0.00000E+00, 2.74647E+06, 5.52084E+05, 7.00800E+06, 1.34974E+06, 6.23964E+05,
 2.74616E+05, 3.79739E+04, 1.96782E+05, 0.00000E+00, 0.00000E+00, 2.42730E+06, 4.81309E+05, 6.19358E+06, 1.16935E+06, 5.39896E+05,
 2.67457E+05, 3.74159E+04, 1.91655E+05, 0.00000E+00, 0.00000E+00, 2.14915E+06, 4.18961E+05, 5.48385E+06, 1.01451E+06, 4.67739E+05,
 2.60598E+05, 3.68898E+04, 1.86738E+05, 0.00000E+00, 0.00000E+00, 1.90675E+06, 3.64568E+05, 4.86534E+06, 8.81601E+05, 4.05805E+05,
 2.54024E+05, 3.63937E+04, 1.82027E+05, 0.00000E+00, 0.00000E+00, 1.69551E+06, 3.17527E+05, 4.32632E+06, 7.67489E+05, 3.52640E+05,
 2.47721E+05, 3.59254E+04, 1.77512E+05, 0.00000E+00, 0.00000E+00, 1.51142E+06, 2.76086E+05, 3.85660E+06, 6.69505E+05, 3.06996E+05,
 2.41681E+05, 3.54834E+04, 1.73184E+05, 0.00000E+00, 0.00000E+00, 1.35100E+06, 2.39580E+05, 3.44725E+06, 5.85343E+05, 2.67802E+05,
 2.35893E+05, 3.50659E+04, 1.69035E+05, 0.00000E+00, 0.00000E+00, 1.21119E+06, 2.07421E+05, 3.09051E+06, 5.13024E+05, 2.34137E+05,
 2.83070E+05, 4.48704E+04, 2.30827E+05, 0.00000E+00, 0.00000E+00, 4.70725E+06, 9.28813E+05, 1.22937E+07, 1.99403E+06, 2.05210E+05,
 2.76064E+05, 4.38010E+04, 2.25109E+05, 0.00000E+00, 0.00000E+00, 4.14291E+06, 8.12712E+05, 1.08198E+07, 1.71386E+06, 7.97613E+05,
 2.69334E+05, 4.28084E+04, 2.19625E+05, 0.00000E+00, 0.00000E+00, 3.65110E+06, 7.10435E+05, 9.53540E+06, 1.47417E+06, 6.85543E+05,
 2.62874E+05, 4.18937E+04, 2.14355E+05, 0.00000E+00, 0.00000E+00, 3.22254E+06, 6.20335E+05, 8.41607E+06, 1.26914E+06, 5.89669E+05,
 2.56672E+05, 4.10392E+04, 2.09300E+05, 0.00000E+00, 0.00000E+00, 2.84904E+06, 5.40965E+05, 7.44064E+06, 1.09377E+06, 5.07657E+05,
 2.50717E+05, 4.02408E+04, 2.04442E+05, 0.00000E+00, 0.00000E+00, 2.52355E+06, 4.71045E+05, 6.59056E+06, 9.43769E+05, 4.37510E+05,
 2.45003E+05, 3.94946E+04, 1.99781E+05, 0.00000E+00, 0.00000E+00, 2.23988E+06, 4.09450E+05, 5.84976E+06, 8.15457E+05, 3.77508E+05,
 2.39515E+05, 3.87970E+04, 1.95307E+05, 0.00000E+00, 0.00000E+00, 1.99269E+06, 3.55810E+05, 5.20418E+06, 7.05686E+05, 3.26183E+05,
 2.34242E+05, 3.81446E+04, 1.91008E+05, 0.00000E+00, 0.00000E+00, 1.77726E+06, 3.09577E+05, 4.64157E+06, 6.11759E+05, 2.82274E+05,
 2.29182E+05, 3.75345E+04, 1.86885E+05, 0.00000E+00, 0.00000E+00, 1.58953E+06, 2.68849E+05, 4.15126E+06, 5.31361E+05, 2.44703E+05,
 2.24323E+05, 3.69637E+04, 1.82922E+05, 0.00000E+00, 0.00000E+00, 1.42592E+06, 2.32970E+05, 3.72400E+06, 4.62521E+05, 2.12545E+05,
 2.19659E+05, 3.64294E+04, 1.79117E+05, 0.00000E+00, 0.00000E+00, 1.28335E+06, 2.01364E+05, 3.35164E+06, 4.03537E+05, 1.85008E+05,
 2.46899E+05, 4.00775E+04, 2.24578E+05, 0.00000E+00, 0.00000E+00, 5.41546E+06, 9.23243E+05, 1.44651E+07, 1.68663E+06, 1.61415E+05,
 2.41644E+05, 3.94766E+04, 2.19796E+05, 0.00000E+00, 0.00000E+00, 4.76816E+06, 8.07570E+05, 1.27361E+07, 1.43663E+06, 6.74652E+05,
 2.36586E+05, 3.89099E+04, 2.15194E+05, 0.00000E+00, 0.00000E+00, 4.20406E+06, 7.05671E+05, 1.12294E+07, 1.22400E+06, 5.74652E+05,
 2.31726E+05, 3.83753E+04, 2.10774E+05, 0.00000E+00, 0.00000E+00, 3.71249E+06, 6.15905E+05, 9.91634E+06, 1.04320E+06, 4.89601E+05,
 2.27054E+05, 3.78706E+04, 2.06524E+05, 0.00000E+00, 0.00000E+00, 3.28410E+06, 5.36828E+05, 8.77201E+06, 8.89482E+05, 4.17280E+05,
 2.22554E+05, 3.73941E+04, 2.02432E+05, 0.00000E+00, 0.00000E+00, 2.91076E+06, 4.67166E+05, 7.77483E+06, 7.58823E+05, 3.55793E+05,
 2.18233E+05, 3.69440E+04, 1.98500E+05, 0.00000E+00, 0.00000E+00, 2.58539E+06, 4.05799E+05, 6.90579E+06, 6.47763E+05, 3.03529E+05,
 2.14076E+05, 3.65186E+04, 1.94719E+05, 0.00000E+00, 0.00000E+00, 2.30186E+06, 3.52492E+05, 6.14846E+06, 5.53362E+05, 2.59105E+05,
 2.10077E+05, 3.61164E+04, 1.91085E+05, 0.00000E+00, 0.00000E+00, 2.05476E+06, 3.06771E+05, 5.48841E+06, 4.73101E+05, 2.21345E+05,
 2.06235E+05, 3.57360E+04, 1.87589E+05, 0.00000E+00, 0.00000E+00, 1.83944E+06, 2.66494E+05, 4.91328E+06, 4.04854E+05, 1.89241E+05,
 2.02539E+05, 3.53760E+04, 1.84225E+05, 0.00000E+00, 0.00000E+00, 1.65179E+06, 2.31013E+05, 4.41205E+06, 3.46787E+05, 1.61942E+05,
 1.98981E+05, 3.50352E+04, 1.80992E+05, 0.00000E+00, 0.00000E+00, 1.48825E+06, 1.99757E+05, 3.97523E+06, 2.97347E+05, 1.38715E+05,
 2.33885E+05, 3.50265E+04, 2.33856E+05, 0.00000E+00, 0.00000E+00, 5.03458E+06, 6.40799E+05, 1.37443E+07, 9.75844E+05, 1.18939E+05,
 2.28721E+05, 3.44660E+04, 2.28693E+05, 0.00000E+00, 0.00000E+00, 4.44324E+06, 5.59578E+05, 1.21299E+07, 8.15131E+05, 3.90337E+05,
 2.23781E+05, 3.41762E+04, 2.23752E+05, 0.00000E+00, 0.00000E+00, 3.92790E+06, 4.88027E+05, 1.07231E+07, 6.79844E+05, 3.26052E+05,
 2.19061E+05, 3.39013E+04, 2.19034E+05, 0.00000E+00, 0.00000E+00, 3.47881E+06, 4.24996E+05, 9.49708E+06, 5.66026E+05, 2.71938E+05,
 2.14548E+05, 3.36405E+04, 2.14520E+05, 0.00000E+00, 0.00000E+00, 3.08746E+06, 3.69471E+05, 8.42864E+06, 4.70318E+05, 2.26410E+05,
 2.10229E+05, 3.33929E+04, 2.10202E+05, 0.00000E+00, 0.00000E+00, 2.74638E+06, 3.20556E+05, 7.49756E+06, 3.89874E+05, 1.88127E+05,
 2.06101E+05, 3.31578E+04, 2.06074E+05, 0.00000E+00, 0.00000E+00, 2.44914E+06, 2.77467E+05, 6.68610E+06, 3.22270E+05, 1.55949E+05,
 2.02152E+05, 3.29345E+04, 2.02126E+05, 0.00000E+00, 0.00000E+00, 2.19012E+06, 2.40216E+05, 5.97896E+06, 2.65466E+05, 1.28908E+05,
 1.98376E+05, 3.27222E+04, 1.98350E+05, 0.00000E+00, 0.00000E+00, 1.96439E+06, 2.08567E+05, 5.36273E+06, 2.17727E+05, 1.06186E+05,
 1.94765E+05, 3.25204E+04, 1.94740E+05, 0.00000E+00, 0.00000E+00, 1.76767E+06, 1.80687E+05, 4.82568E+06, 1.77585E+05, 8.70907E+04,
 1.91310E+05, 3.23284E+04, 1.91285E+05, 0.00000E+00, 0.00000E+00, 1.59624E+06, 1.56126E+05, 4.35767E+06, 1.43803E+05, 7.10341E+04,
 1.88002E+05, 3.21456E+04, 1.87979E+05, 0.00000E+00, 0.00000E+00, 1.44684E+06, 1.34490E+05, 3.94985E+06, 1.15335E+05, 5.75213E+04,
 2.33976E+05, 3.20339E+04, 2.54317E+05, 0.00000E+00, 0.00000E+00, 5.18284E+06, 7.24579E+05, 1.44516E+07, 3.67070E+05, 4.61342E+04,
 2.29258E+05, 3.19375E+04, 2.49183E+05, 0.00000E+00, 0.00000E+00, 4.57978E+06, 6.33733E+05, 1.27700E+07, 2.75833E+05, 1.46828E+05,
 2.24730E+05, 3.18488E+04, 2.44267E+05, 0.00000E+00, 0.00000E+00, 4.05422E+06, 5.53704E+05, 1.13046E+07, 2.01222E+05, 1.10333E+05,
 2.20391E+05, 3.17675E+04, 2.39548E+05, 0.00000E+00, 0.00000E+00, 3.59623E+06, 4.83205E+05, 1.00276E+07, 1.40386E+05, 8.04888E+04,
 2.16223E+05, 3.16931E+04, 2.35025E+05, 0.00000E+00, 0.00000E+00, 3.19711E+06, 4.21100E+05, 8.91463E+06, 9.09296E+04, 5.61545E+04,
 2.12230E+05, 3.16253E+04, 2.30684E+05, 0.00000E+00, 0.00000E+00, 2.84927E+06, 3.66389E+05, 7.94480E+06, 5.08467E+04, 3.63718E+04,
 2.08403E+05, 3.15637E+04, 2.26520E+05, 0.00000E+00, 0.00000E+00, 2.54615E+06, 3.18194E+05, 7.09959E+06, 1.84591E+04, 2.03387E+04,
